"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27","1.281","3.452","4.876","3.647","4.476","5.281","5.641","7.594","7.935","8.284","8.594","8.926","9.291","9.665","10.044","10.429","14.994","18.135","17.502","17.562","16.46","14.468","15.642","17.326","17.742","17.923","17.682","17.391","19.164","15.711","14.099","13.957","13.896",
"American Samoa","ASM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.887","11.305","11.509","9.983","8.743","8.711","8.584","7.948","7.039","6.459","6.982","6.535","5.891","5.283","4.882","4.669","4.042","3.96","5.694","5.075","4.896","5.138","5.706","5.997","6.039","5.651","5.525","5.282","5.205","6.551","5.209","3.779","3.755","4.138",
"Austria","AUT","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.334","3.461","4.07","3.21","3.926","5.34","5.058","5.412","4.654","4.761","3.913","5.11","5.132","5.786","5.505","5.045","4.55","3.982","5.581","5.06","4.634","4.981","5.403","5.89","6.179","6.476","5.969","5.11","4.679","5.364","6.508","5.163","5.476","5.676",
"Azerbaijan","AZE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.831","1.663","4.157","5.817","6.644","7.471","8.389","9.213","10.039","10.85","10.308","9.703","9.069","7.939","7.235","6.898","7.108","6.163","4.912","4.329","4.385","4.29","4.004","3.988","4.058","4.106","4.094","4.056","4.26","6.092","5.119","4.788","4.778","4.72",
"Burundi","BDI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.027","3.993","3.927","3.949","3.921","3.92","3.976","4.035","3.988","3.991","4.019","4.041","3.992","4.046","4.009","4.046","3.09","2.156","2.131","2.116","2.089","2.069","2.049","2.024","1.813","1.65","1.48","1.31","1.136","1.086","1.201","1.025","1.033","1.007",
"Belgium","BEL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.554","4.799","6.166","7.697","7.311","7.405","7.088","7.582","7.472","5.306","5.63","6.244","7.441","6.647","7.597","7.396","6.663","6.468","7.746","8.108","7.106","7.652","8.639","9.02","9.093","8.06","7.123","6.27","5.733","5.713","6.608","5.847","5.949","5.836",
"Benin","BEN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.361","2.167","2.147","2.091","1.87","1.783","1.563","1.483","1.332","1.199","1.045","0.923","0.95","0.955","0.991","0.973","0.938","0.88","0.891","0.936","2.429","2.198","1.902","1.687","1.648","1.624","1.512","1.274","1.091","1.539","1.943","1.881","1.847","1.865",
"Burkina Faso","BFA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.355","2.39","2.317","2.461","2.411","2.326","2.29","2.312","2.383","2.473","2.499","2.572","2.474","3.063","3.488","3.173","2.824","3.061","3.318","3.383","3.535","3.613","3.858","4.103","4.366","4.544","4.661","4.746","4.688","5.031","5.098","5.136","5.012","4.849",
"Bangladesh","BGD","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.231","2.279","2.373","2.45","2.538","2.625","2.782","2.945","3.105","3.251","3.541","3.849","4.153","3.77","3.333","2.646","3.086","3.568","4.083","2.945","3.013","3.067","3.144","3.131","3.109","3.067","3.289","3.498","3.716","4.959","5.056","4.423","4.274","4.329",
"Bulgaria","BGR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.254","15.513","16.627","12.975","11.251","12.669","13.885","12.569","14.054","16.562","20.861","18.774","14.2","12.398","10.296","8.647","6.52","5.48","6.984","10.858","12.263","13.522","13.899","12.31","9.777","8.097","6.354","5.69","4.535","5.433","5.473","4.453","4.409","4.19",
"Bahrain","BHR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.465","0.409","0.355","0.419","0.435","0.515","0.474","0.46","0.453","0.428","0.447","0.458","0.45","0.411","0.385","0.384","0.374","0.377","0.408","0.44","0.49","0.481","0.467","0.434","0.444","0.471","0.48","0.482","0.494","0.881","0.716","0.53","0.424","0.403",
"Bahamas, The","BHS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.229","13.933","12.457","12.631","10.037","8.659","8.35","5.716","5.801","6.209","6.725","8.533","9.973","9.341","9.29","7.068","6.755","7.193","14.444","14.149","13.754","14.068","16.108","13.032","11.082","11.073","8.345","10.048","9.008","12.149","11.283","9.547","9.06","8.78",
"Bosnia and Herzegovina","BIH","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.11","16.047","16.972","17.884","18.602","19.281","19.963","20.88","21.86","22.763","23.847","24.861","25.978","26.814","27.763","28.648","26.409","21.174","23.014","25.549","25.994","26.23","26.464","25.042","25.66","22.309","18.76","17.107","13.565","14.042","12.626","10.674","9.106","9.099",
"Belarus","BLR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.739","3.815","10.454","15.747","21.782","30.025","21.044","17.234","15.765","15.071","14.325","13.471","12.621","11.684","10.792","9.925","9.132","8.288","7.55","7.515","7.521","7.463","7.486","7.476","7.486","7.474","7.22","5.921","5.106","4.773","4.719","4.229","4.125","4.001",
"Belize","BLZ","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.743","7.716","7.769","9.089","10.009","11.626","8.936","10.713","9.075","7.36","5.831","7.406","7.444","7.426","7.465","6.247","5.932","5.703","5.81","5.875","5.887","5.851","5.83","4.771","5.446","4.422","4.613","5.315","5.891","7.258","7.026","5.743","5.386","4.455",
"Bermuda","BMU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.082","3.196","3.218","3.254","2.774","2.447","2.114","2.098","2.236","2.328","2.463","2.374","2.362","2.258","2.18","2.099","2.08","2.015","2.485","2.204","1.934","1.511","2.004","1.386","2.619","3.101","3.352","3.445","3.432","6.395","4.603","3.024","2.673","2.728",
"Brazil","BRA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.818","5.972","5.228","5.575","5.891","6.399","7.08","7.915","8.819","8.66","8.499","8.475","8.948","7.691","8.004","7.396","6.888","6.055","6.975","6.175","5.495","5.811","5.69","5.616","7.233","10.079","11.209","10.737","10.07","11.804","10.678","7.478","6.609","6.341",
"Barbados","BRB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.932","20.502","21.686","18.457","16.737","11.808","11.445","8.551","7.936","7.443","8.014","8.548","9.534","8.737","7.448","7.696","6.431","6.858","10.148","10.903","9.788","10.94","11.664","11.686","10.632","7.847","8.466","8.116","9.543","11.246","10.78","9.456","8.888","8.49",
"Brunei Darussalam","BRN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.752","3.776","3.872","3.961","4.055","4.115","4.263","4.421","4.514","4.552","4.604","4.695","4.797","4.932","5.088","5.171","5.278","5.413","5.614","5.675","5.683","5.745","5.935","6.158","7.097","8.02","8.836","7.743","5.742","6.43","3.883","4.706","4.699","4.683",
"Bhutan","BTN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.383","1.397","1.437","1.414","1.405","1.391","1.392","1.4","1.236","1.215","1.196","1.257","1.297","1.893","2.932","2.635","2.896","2.828","2.751","2.769","2.004","1.915","2.249","1.986","1.911","2.149","2.437","2.746","2.282","4.226","3.719","4.537","2.377","2.186",
"Botswana","BWA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.58","14.373","17.125","19.899","19.805","19.714","19.064","18.745","16.636","14.788","15.693","18.724","21.591","19.618","17.767","15.775","14.685","13.694","13.124","14.715","15.081","15.192","15.607","16.077","16.641","17.194","17.69","17.889","18.457","19.602","20.416","21.483","20.139","19.967",
"Central African Republic","CAF","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.885","5.001","5.075","5.09","5.04","4.998","4.951","4.915","4.905","4.867","4.798","4.8","4.745","4.659","4.587","4.507","4.467","4.42","4.454","4.496","4.493","4.476","4.526","4.652","4.832","4.882","4.982","4.996","5.055","5.646","5.741","5.309","5.203","5.231",
"Canada","CAN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.819","12.009","11.946","10.883","9.796","9.893","9.251","8.522","7.826","6.942","7.527","8.128","7.934","7.474","7.013","6.73","6.478","6.737","9.611","8.912","8.049","7.785","7.554","7.485","7.51","7.715","6.869","6.112","6.07","9.777","7.694","5.407","5.556","6.609",
"Central Europe and the Baltics","CEB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.32486227202072","9.93119374621179","11.246295348214","10.9884822418785","10.4961748054891","9.70808485889139","8.72266592760042","8.59221953306826","10.3574518706803","11.6864740751403","13.0528168724633","13.5826639180432","12.8551742075512","12.5897128922072","11.4636318228138","9.69050540422257","7.47886733964571","6.2897529621984","8.53484693423155","10.0111344280616","9.74397605400869","9.88993900628528","9.92820078679159","8.6620722557346","7.74945041456377","6.52874188106408","5.31844475156117","4.3247740567542","3.71316812535274","4.32207173648688","4.46613031599695","4.01461120003259","4.02634414083156","3.83996062881784",
"Switzerland","CHE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.204","1.887","2.89","3.089","2.685","3.375","4.28","3.158","2.672","2.293","1.703","2.782","3.809","3.944","3.886","3.402","2.916","2.82","3.764","4.479","4.08","4.282","4.6","4.688","4.704","4.841","4.57","4.367","4.114","4.656","4.816","3.894","3.832","3.894",
"Channel Islands","CHI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.189","5.753","6.722","6.879","6.505","6.413","6.207","5.754","5.458","4.927","4.743","5.115","5.463","5.624","5.546","5.258","4.97","5.154","6.862","7.177","7.339","8.191","8.71","8.479","8.013","7.469","6.849","6.286","6.149","6.657","6.594","5.871","5.983","6.056",
"Chile","CHL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.025","3.905","4.202","5.438","4.437","6.141","5.89","6.263","10.148","9.453","9.598","9.324","8.55","8.56","7.645","7.427","6.958","7.514","9.975","7.256","6.222","5.542","5.404","6.079","5.828","6.292","6.869","6.962","6.958","10.786","9.087","7.839","8.755","8.679",
"China","CHN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.628","2.628","2.983","3.216","3.326","3.459","3.581","3.592","3.602","3.613","4.211","4.697","5.073","4.972","5.004","4.903","4.814","5.078","5.221","5.009","5.032","5.066","5.089","5.123","5.145","5.047","4.948","4.772","5.05","5.537","5.04","5.516","5.173","5.062",
"Cote d'Ivoire","CIV","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.543","6.643","5.815","4.996","4.058","3.996","3.92","4.048","4.363","4.767","5.12","5.427","5.76","5.831","5.94","5.939","6.201","6.301","6.489","6.527","7.053","7.132","3.558","2.734","2.139","1.561","2.849","2.412","1.949","2.238","2.363","2.11","2.074","2.054",
"Cameroon","CMR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.574","10.65","10.761","10.441","10.116","9.495","9.137","8.825","8.583","8.386","8.174","7.198","6.166","5.119","4.206","3.426","2.646","2.878","3.142","3.416","3.351","3.261","3.171","3.079","3.068","3.08","3.121","3.154","3.178","3.468","3.558","3.206","3.169","3.099",
"Congo, Dem. Rep.","COD","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.062","4.182","4.276","4.221","4.075","3.909","3.922","3.949","3.991","4.008","4.015","3.925","3.774","3.672","3.637","3.885","4.135","4.378","4.658","4.891","5.126","5.301","5.28","5.24","5.244","5.345","5.444","5.464","5.43","6.445","6.283","5.339","5.295","5.378",
"Congo, Rep.","COG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.667","18.67","18.732","18.969","18.932","18.78","18.639","18.646","18.851","18.616","18.619","18.416","18.614","18.627","18.539","18.336","18.629","18.674","18.57","18.102","18.219","18.268","18.573","18.446","18.724","18.961","19.334","19.419","19.122","21.006","20.744","18.828","18.627","18.423",
"Colombia","COL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.691","6.844","5.447","5.377","6.852","9.567","9.977","12.739","17.571","17.408","12.06","12.007","10.547","10.744","8.769","8.733","8.77","8.902","9.396","8.857","8.119","7.812","7.298","6.99","6.719","7.07","7.151","7.449","8.249","12.807","10.925","8.655","7.968","7.925",
"Comoros","COM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.591","4.32","4.363","4.359","4.468","4.568","4.352","4.404","4.332","4.185","4.163","4.154","4.342","4.352","4.292","4.232","4.208","4.135","4.075","3.966","3.915","3.868","3.806","3.796","3.779","3.743","3.653","3.55","3.521","4.053","3.941","3.365","3.329","3.409",
"Cabo Verde","CPV","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.311","13.175","12.873","12.824","12.787","12.932","12.97","12.981","12.938","13.129","13.248","13.444","13.313","13.297","13.242","13.166","13.176","13.358","10.523","10.771","10.931","11.146","11.39","11.583","11.71","11.83","12.651","12.607","15.435","14.615","12.715","12.424","12.335",
"Costa Rica","CRI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.649","3.354","3.512","3.377","4.581","5.239","4.89","4.21","4.865","4.307","5.189","5.591","5.809","5.381","5","4.345","3.218","4.142","6.569","5.994","8.006","7.939","7.174","7.136","7.1","6.755","6.457","7.421","8.472","13.153","11.668","8.603","7.092","6.975",
"Caribbean small states","CSS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9056433900209","13.1944378045156","12.7580018904752","12.4199093215969","11.1520323447684","10.6707861033284","10.5560691027677","9.95415611500521","10.0891026969546","9.6735959913367","9.69669556324972","10.1853106630669","10.2665136208124","9.84419894225858","9.38993405557793","8.56134107284679","8.12467603124507","8.2502891432711","10.1136005386704","10.1130102631353","10.1823287076612","10.522167812742","10.9259815652968","10.2304639802319","10.0271515297505","9.78571974587605","9.36157887561933","9.73740243085436","9.48627845679908","11.7430928059845","11.0814270864549","9.38336891875378","8.7114527820122","7.89447341863374",
"Cuba","CUB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.619","6.041","6.5","6.142","5.72","5.068","4.898","4.54","4.408","3.894","3.162","2.584","1.729","1.657","1.8","1.732","1.737","1.346","1.469","2.368","2.97","3.362","3.124","2.42","2.281","1.881","1.741","1.619","1.624","2.213","2.066","1.739","1.635","1.461",
"Curacao","CUW","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.219","2.007","1.844","1.999","1.919","2.329","2.704","2.759","4.339","2.916","2.717","2.637","3.795","3.587","4.53","3.927","3.425","3.225","5.498","6.235","8.108","12.736","16.755","17.156","15.145","12.677","10.981","8.174","6.354","7.704","7.099","5.998","6.035","5.464",
"Czechia","CZE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.434","2.238","3.468","3.539","3.459","3.254","3.809","5.037","7.268","7.33","6.739","5.901","6.108","7.028","6.459","5.811","4.22","3.46","5.846","6.381","5.799","6.025","5.904","5.1","4.233","3.379","2.341","1.794","1.724","2.23","2.308","1.788","2.203","2.186",
"Germany","DEU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.433","4.923","6.47","7.549","7.06","8.243","9.308","9.29","8.559","7.641","7.768","8.696","10.181","11.253","11.399","10.28","8.698","7.329","8.212","7.422","6.191","5.497","5.597","5.28","4.962","4.433","4.182","3.798","3.541","4.222","3.987","3.401","3.27","3.673",
"Djibouti","DJI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.453","22.718","23.36","23.678","23.818","23.688","23.651","23.478","23.202","23.108","23.025","22.993","22.894","22.856","22.851","22.774","22.669","22.546","22.634","22.639","22.559","22.418","22.36","22.336","22.207","22.094","22.108","22.161","22.174","23.538","23.484","22.191","22.048","21.745",
"Dominica","DMA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.295","8.289","10.396","7.214","5.618","5.542","4.523","3.854","4.485","4.042","3.624","4.236","5.093","4.999","4.436","3.332","3.449","3.338","7.067","8.621","7.902","7.805","7.122","6.732","6.057","5.639","5.636","4.94","4.795","5.332","4.958","4.38","4.931","5.292",
"Dominican Republic","DOM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.703","4.522","4.235","4.2","4.302","4.32","4.175","4.141","4.131","4.207","5.202","4.94","5.27","4.329","4.872","3.85","3.823","3.237","4.128","4.128","4.695","5.158","5.354","4.842","5.475","5.026","4.319","3.705","4.117","4.203","4.407","3.358","3.514","3.4",
